database,id,speaker,emotion,transcription,sentence_path,duration
EmoV-DB,disgusted_141-168_0141,sam,disgusted,It seems like a strange pointing of the hand of God.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_141-168_0141.wav,7.185668934240363
EmoV-DB,disgusted_57-84_0066,sam,disgusted,He saw Jeanne falter for a moment.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_57-84_0066.wav,7.660816326530613
EmoV-DB,disgusted_309-336_0326,sam,disgusted,Cherokee identified himself with his instinct.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_309-336_0326.wav,6.204217687074831
EmoV-DB,disgusted_113-140_0131,sam,disgusted,Providence had delivered him through the maelstrom.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_113-140_0131.wav,5.213696145124716
EmoV-DB,disgusted_281-308_0293,sam,disgusted,They were deep in the primeval forest.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_281-308_0293.wav,4.9675736961451245
EmoV-DB,disgusted_57-84_0069,sam,disgusted,It was his intention to return to Eileen and her father.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_57-84_0069.wav,7.781451247165532
EmoV-DB,disgusted_477-504_0487,sam,disgusted,"The river bared its bosom, and snorting steamboats challenged the wilderness.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_477-504_0487.wav,8.763537414965986
EmoV-DB,disgusted_197-224_0217,sam,disgusted,"Oppressive as the heat had been, it was now even more oppressive.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_197-224_0217.wav,6.096462585034014
EmoV-DB,disgusted_281-308_0308,sam,disgusted,His infernal chattering worries me even now as I think of it.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_281-308_0308.wav,6.403401360544218
EmoV-DB,disgusted_393-420_0408,sam,disgusted,The Eldorado emptied its occupants into the street to see the test.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_393-420_0408.wav,8.241768707482994
EmoV-DB,disgusted_85-112_0097,sam,disgusted,Then you can arrange yourself comfortably among these robes in the bow.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_85-112_0097.wav,4.5049433106575965
EmoV-DB,disgusted_449-476_0455,sam,disgusted,"I obeyed, and a minute or two later they stood before him.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_449-476_0455.wav,9.347256235827665
EmoV-DB,disgusted_225-252_0242,sam,disgusted,I saw it when she rolled.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_225-252_0242.wav,4.208979591836735
EmoV-DB,disgusted_421-448_0426,sam,disgusted,They do not know the length of time of incubation.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_421-448_0426.wav,5.978231292517008
EmoV-DB,disgusted_1-28_0026,sam,disgusted,It occurred to me that there would have to be an accounting.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_1-28_0026.wav,4.83328798185941
EmoV-DB,disgusted_225-252_0249,sam,disgusted,"All eyes, however, were staring at him in certitude of expectancy.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_225-252_0249.wav,8.481632653061224
EmoV-DB,disgusted_477-504_0482,sam,disgusted,And their chief virtue lies in that they will never wear out.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_477-504_0482.wav,6.164625850340136
EmoV-DB,disgusted_113-140_0137,sam,disgusted,Then he stepped back with a low cry of pleasure.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_113-140_0137.wav,5.5705215419501135
EmoV-DB,disgusted_367-392_0373,sam,disgusted,"Points of view, new ideas, life.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_367-392_0373.wav,6.120725623582766
EmoV-DB,disgusted_477-504_0504,sam,disgusted,He was an athlete and a giant.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_477-504_0504.wav,5.146349206349206
EmoV-DB,disgusted_1-28_0010,sam,disgusted,I'm playing a single hand in what looks like a losing game.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_1-28_0010.wav,6.423945578231293
EmoV-DB,disgusted_57-84_0079,sam,disgusted,It was a large canoe.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_57-84_0079.wav,4.3769614512471655
EmoV-DB,disgusted_197-224_0220,sam,disgusted,A dead man is of no use on a plantation.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_197-224_0220.wav,5.5541496598639455
EmoV-DB,disgusted_253-280_0262,sam,disgusted,They wouldn't be sweeping a big vessel like the Martha.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_253-280_0262.wav,7.073514739229026
EmoV-DB,disgusted_253-280_0268,sam,disgusted,Now go ahead and tell me in a straightforward way what has happened.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_253-280_0268.wav,8.215283446712018
EmoV-DB,disgusted_393-420_0411,sam,disgusted,It will break our hearts and our backs to hoist anchor by hand.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_393-420_0411.wav,7.201587301587303
EmoV-DB,disgusted_141-168_0158,sam,disgusted,Does that look good.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_141-168_0158.wav,3.3866666666666667
EmoV-DB,disgusted_141-168_0157,sam,disgusted,"He had worshiped her, as Dante might have worshiped Beatrice.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_141-168_0157.wav,7.555283446712017
EmoV-DB,disgusted_309-336_0317,sam,disgusted,He was a wise hyena.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_309-336_0317.wav,3.684943310657596
EmoV-DB,disgusted_57-84_0072,sam,disgusted,But who was Eileen's double.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_57-84_0072.wav,5.853786848072562
EmoV-DB,disgusted_225-252_0227,sam,disgusted,It was the same way with our revolvers and rifles.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_225-252_0227.wav,6.887346938775513
EmoV-DB,disgusted_309-336_0312,sam,disgusted,It lived in perpetual apprehension of that quarter of the compass.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_309-336_0312.wav,7.494693877551018
EmoV-DB,disgusted_1-28_0024,sam,disgusted,It was my reports from the north which chiefly induced people to buy.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_1-28_0024.wav,7.759591836734692
EmoV-DB,disgusted_85-112_0111,sam,disgusted,"Instead, he joined her; and they ate like two hungry children.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_85-112_0111.wav,6.4687528344671215
EmoV-DB,disgusted_421-448_0421,sam,disgusted,"By golly, the boy wins.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_421-448_0421.wav,6.157777777777778
EmoV-DB,disgusted_253-280_0269,sam,disgusted,That's where they cut off the Scottish Chiefs and killed all hands.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_253-280_0269.wav,7.92390022675737
EmoV-DB,disgusted_197-224_0201,sam,disgusted,"He cried, and swung the club wildly.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_197-224_0201.wav,7.203628117913832
EmoV-DB,disgusted_85-112_0110,sam,disgusted,"Much, replied Jeanne, as tersely.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_85-112_0110.wav,4.969342403628118
EmoV-DB,disgusted_281-308_0281,sam,disgusted,I do not blame you for anything; remember that.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_281-308_0281.wav,6.6204081632653065
EmoV-DB,disgusted_449-476_0452,sam,disgusted,"Three oilers and a fourth engineer, was his greeting.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_449-476_0452.wav,6.163446712018143
EmoV-DB,disgusted_421-448_0448,sam,disgusted,"I was Hump, cabin boy on the schooner Ghost.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_421-448_0448.wav,8.034875283446713
EmoV-DB,disgusted_169_196_0184,sam,disgusted,"Don't you see, I'm chewing this thing in two.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_169_196_0184.wav,6.40657596371882
EmoV-DB,disgusted_169_196_0173,sam,disgusted,The date was nearly eighteen years old.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_169_196_0173.wav,5.88625850340136
EmoV-DB,disgusted_85-112_0107,sam,disgusted,If you only could know how I thank you.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_85-112_0107.wav,4.562222222222221
EmoV-DB,disgusted_281-308_0286,sam,disgusted,Give them their choice between a fine or an official whipping.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_281-308_0286.wav,7.8854421768707486
EmoV-DB,disgusted_1-28_0007,sam,disgusted,And you always want to see it in the superlative degree.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_1-28_0007.wav,4.709342403628118
EmoV-DB,disgusted_421-448_0425,sam,disgusted,Otherwise no restriction is put upon their seafaring.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_421-448_0425.wav,7.339002267573696
EmoV-DB,disgusted_141-168_0167,sam,disgusted,"I was near the cabin, and saw you.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_141-168_0167.wav,4.274195011337868
EmoV-DB,disgusted_29-56_0055,sam,disgusted,"Philip stood undecided, his ears strained to catch the slightest sound.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_29-56_0055.wav,7.137823129251701
EmoV-DB,disgusted_113-140_0133,sam,disgusted,Philip began to feel that he had foolishly overestimated his strength.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_113-140_0133.wav,6.207210884353741
EmoV-DB,disgusted_281-308_0288,sam,disgusted,"Those are my oysters, he said at last.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_281-308_0288.wav,7.244897959183674
EmoV-DB,disgusted_1-28_0004,sam,disgusted,"Lord, but I'm glad to see you again, Phil.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_1-28_0004.wav,5.268843537414965
EmoV-DB,disgusted_29-56_0030,sam,disgusted,I had faith in them.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_29-56_0030.wav,3.1099773242630384
EmoV-DB,disgusted_421-448_0446,sam,disgusted,"He deluged me, overwhelmed me with argument.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_421-448_0446.wav,5.619591836734693
EmoV-DB,disgusted_336-364_0337,sam,disgusted,"Encouraged by my conduct, Big-Face became a sudden ally.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_336-364_0337.wav,7.744535147392289
EmoV-DB,disgusted_449-476_0450,sam,disgusted,No man ate of the seal meat or the oil.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_449-476_0450.wav,7.801224489795919
EmoV-DB,disgusted_336-364_0356,sam,disgusted,You don't catch me at any such foolishness.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_336-364_0356.wav,7.576326530612245
EmoV-DB,disgusted_367-392_0378,sam,disgusted,That's why its boundaries are all gouged and jagged.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_367-392_0378.wav,7.364897959183674
EmoV-DB,disgusted_141-168_0150,sam,disgusted,"Goodbye, Pierre, he shouted.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_141-168_0150.wav,4.7058503401360525
EmoV-DB,disgusted_281-308_0306,sam,disgusted,He was pressing beyond the limits of his vocabulary.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_281-308_0306.wav,5.7058503401360525
EmoV-DB,disgusted_253-280_0274,sam,disgusted,And Raoul listened again to the tale of the house.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_253-280_0274.wav,5.5024489795918345
EmoV-DB,disgusted_281-308_0301,sam,disgusted,But all my dreams violated this law.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_281-308_0301.wav,7.489886621315192
EmoV-DB,disgusted_197-224_0216,sam,disgusted,The other felt a sudden wave of irritation rush through him.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_197-224_0216.wav,6.759818594104308
EmoV-DB,disgusted_141-168_0156,sam,disgusted,A strange fire burned in his eyes when Thorpe turned.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_141-168_0156.wav,6.3184126984127
EmoV-DB,disgusted_169_196_0176,sam,disgusted,For the first time in his life he was yearning for a scrap.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_169_196_0176.wav,8.513197278911564
EmoV-DB,disgusted_197-224_0202,sam,disgusted,"She turned, fearing that Jacques might see what was in her face.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_197-224_0202.wav,9.159954648526076
EmoV-DB,disgusted_85-112_0093,sam,disgusted,For a full minute he crouched and listened.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_85-112_0093.wav,4.364263038548753
EmoV-DB,disgusted_281-308_0294,sam,disgusted,He had been foiled in his attempt to escape.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_281-308_0294.wav,5.121405895691611
EmoV-DB,disgusted_421-448_0437,sam,disgusted,By that answer my professional medical prestige stood or fell.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_421-448_0437.wav,8.553832199546486
EmoV-DB,disgusted_367-392_0385,sam,disgusted,That's what Carnegie did.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_367-392_0385.wav,3.622448979591837
EmoV-DB,disgusted_141-168_0142,sam,disgusted,"Such things had occurred before, he told Philip.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_141-168_0142.wav,5.859229024943311
EmoV-DB,disgusted_225-252_0237,sam,disgusted,So Hughie and I did the managing ourselves.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_225-252_0237.wav,5.804263038548753
EmoV-DB,disgusted_113-140_0127,sam,disgusted,"It was a temptation, but he resisted it.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_113-140_0127.wav,5.214013605442177
EmoV-DB,disgusted_225-252_0244,sam,disgusted,He was the soul of devotion to his employers.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_225-252_0244.wav,6.172471655328798
EmoV-DB,disgusted_336-364_0347,sam,disgusted,They are greatly delighted with anything that is bright or giveth a sound.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_336-364_0347.wav,9.663038548752834
EmoV-DB,disgusted_169_196_0188,sam,disgusted,Two gigantic owls were tearing at the carcass.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_169_196_0188.wav,5.846712018140591
EmoV-DB,disgusted_113-140_0119,sam,disgusted,Jeanne was turning the bow shoreward.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_113-140_0119.wav,4.593333333333334
EmoV-DB,disgusted_141-168_0160,sam,disgusted,You want to go over and see his gang throw dirt.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_141-168_0160.wav,6.890294784580499
EmoV-DB,disgusted_253-280_0263,sam,disgusted,"Joan looked triumphantly at Sheldon, who bowed.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_253-280_0263.wav,7.353696145124718
EmoV-DB,disgusted_309-336_0323,sam,disgusted,He considered the victory already his and stepped forward to the meat.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_309-336_0323.wav,7.680408163265308
EmoV-DB,disgusted_29-56_0048,sam,disgusted,"He looked at the handkerchief more, closely.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_29-56_0048.wav,6.0252607709750565
EmoV-DB,disgusted_449-476_0456,sam,disgusted,"But it won't continue, she said with easy confidence.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_449-476_0456.wav,7.269750566893424
EmoV-DB,disgusted_336-364_0339,sam,disgusted,"They obeyed him, and went here and there at his commands.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_336-364_0339.wav,6.870204081632652
EmoV-DB,disgusted_169_196_0187,sam,disgusted,Ahead of them they saw a glimmer of sunshine.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_169_196_0187.wav,4.883582766439909
EmoV-DB,disgusted_449-476_0453,sam,disgusted,"Eighteen hundred, he calculated.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_449-476_0453.wav,4.796462585034013
EmoV-DB,disgusted_169_196_0180,sam,disgusted,"If not, let's say our prayers and go to bed.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_169_196_0180.wav,6.2962811791383215
EmoV-DB,disgusted_309-336_0309,sam,disgusted,"White Leghorns, said Mrs Mortimer.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_309-336_0309.wav,4.5593197278911575
EmoV-DB,disgusted_449-476_0460,sam,disgusted,I had forgotten their existence.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_449-476_0460.wav,6.5720181405895675
EmoV-DB,disgusted_309-336_0327,sam,disgusted,"They were less stooped than we, less springy in their movements.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_309-336_0327.wav,7.494784580498866
EmoV-DB,disgusted_85-112_0112,sam,disgusted,He was wounded in the arm.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_85-112_0112.wav,3.3587755102040817
EmoV-DB,disgusted_85-112_0098,sam,disgusted,Shall I carry you.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_85-112_0098.wav,3.2652607709750567
EmoV-DB,disgusted_336-364_0346,sam,disgusted,Get down and dig in.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_336-364_0346.wav,5.251065759637188
EmoV-DB,disgusted_29-56_0031,sam,disgusted,They were three hundred yards apart.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_29-56_0031.wav,4.849841269841269
EmoV-DB,disgusted_367-392_0365,sam,disgusted,These rumors may even originate with us.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_367-392_0365.wav,5.808390022675737
EmoV-DB,disgusted_225-252_0226,sam,disgusted,That came before my A B C's.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_225-252_0226.wav,5.356825396825396
EmoV-DB,disgusted_85-112_0104,sam,disgusted,She was sleeping under his protection as sweetly as a child.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_85-112_0104.wav,7.090793650793652
EmoV-DB,disgusted_225-252_0231,sam,disgusted,The Resident Commissioner is away in Australia.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_225-252_0231.wav,6.378140589569161
EmoV-DB,disgusted_29-56_0052,sam,disgusted,It was a curious coincidence.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_29-56_0052.wav,4.327528344671202
EmoV-DB,disgusted_393-420_0419,sam,disgusted,The Portuguese boy passed the Hawaiian.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_393-420_0419.wav,4.376689342403628
EmoV-DB,disgusted_421-448_0445,sam,disgusted,"The creative joy, I murmured.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_421-448_0445.wav,4.416190476190477
EmoV-DB,disgusted_197-224_0203,sam,disgusted,They were following the shore of a lake.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_197-224_0203.wav,4.769478458049887
EmoV-DB,disgusted_367-392_0366,sam,disgusted,A wildly exciting time was his during the week preceding Thursday the eighteenth.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_367-392_0366.wav,8.306666666666667
EmoV-DB,disgusted_449-476_0468,sam,disgusted,In the matter of curry she is a sheer genius.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_449-476_0468.wav,6.684081632653061
EmoV-DB,disgusted_253-280_0258,sam,disgusted,Soaked in seawater they offset the heat rays.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_253-280_0258.wav,7.182448979591838
EmoV-DB,disgusted_197-224_0200,sam,disgusted,"He leapt again, and the club caught him once more.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_197-224_0200.wav,7.986893424036281
EmoV-DB,disgusted_113-140_0123,sam,disgusted,She had died from cold and starvation.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_113-140_0123.wav,5.942902494331068
EmoV-DB,disgusted_477-504_0500,sam,disgusted,Who the devil gave it to you to be judge and jury.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_477-504_0500.wav,5.915147392290247
EmoV-DB,disgusted_225-252_0251,sam,disgusted,I may manage to freight a cargo back as well.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_225-252_0251.wav,5.6118820861678005
EmoV-DB,disgusted_141-168_0146,sam,disgusted,"Of course, that is uninteresting, she continued.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_141-168_0146.wav,4.779319727891156
EmoV-DB,disgusted_1-28_0016,sam,disgusted,"There's Fort Churchill, a rifle-shot beyond the ridge, asleep.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_1-28_0016.wav,7.588843537414966
EmoV-DB,disgusted_225-252_0230,sam,disgusted,Do you know any good land around here.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_225-252_0230.wav,4.751519274376418
EmoV-DB,disgusted_197-224_0222,sam,disgusted,What part of the United States is your home.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_197-224_0222.wav,5.806530612244897
EmoV-DB,disgusted_29-56_0043,sam,disgusted,It seemed nearer to him since he had seen and talked with Gregson.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_29-56_0043.wav,6.635782312925169
EmoV-DB,disgusted_421-448_0427,sam,disgusted,Enters now the psychology of the situation.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_421-448_0427.wav,6.219410430839004
EmoV-DB,disgusted_169_196_0181,sam,disgusted,"So cheer up, and give us your paw.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_169_196_0181.wav,3.9803174603174614
EmoV-DB,disgusted_477-504_0483,sam,disgusted,"Beyond dispute, Corry Hutchinson had married Mabel Holmes.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_477-504_0483.wav,8.449750566893425
EmoV-DB,disgusted_477-504_0479,sam,disgusted,"I tried to read George Moore last night, and was dreadfully bored.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_477-504_0479.wav,10.75891156462585
EmoV-DB,disgusted_309-336_0322,sam,disgusted,This is a common experience with all of us.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_309-336_0322.wav,5.808480725623583
EmoV-DB,disgusted_477-504_0491,sam,disgusted,"And as in denial of guilt, the one-legged boy replied.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_477-504_0491.wav,7.621814058956916
EmoV-DB,disgusted_141-168_0159,sam,disgusted,They look as though he had been drumming a piano all his life.,/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_141-168_0159.wav,6.690068027210884
EmoV-DB,disgusted_336-364_0343,sam,disgusted,"You mean for this State, General, Alberta.",/data2/sungjaecho/data_tts/EmoV-DB-original/EmoV-DB_sorted/sam/disgusted/disgusted_336-364_0343.wav,5.27514739229025
